,iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
0,1.0,0.005,6.0,4.0,0.002,6.0,4.0,0.002,6.0,4.0
1,2.0,0.0036,5.0,3.0,0.002,5.0,5.0,0.001,5.0,3.0
2,3.0,0.0025,4.0,3.0,0.002,4.0,3.0,0.0,4.0,3.0
3,4.0,0.003,7.0,4.0,0.001,7.0,4.0,0.001,7.0,4.0
4,5.0,0.003,4.0,3.0,0.0011,4.0,4.0,0.001,4.0,3.0
5,6.0,0.0025,4.0,3.0,0.002,4.0,3.0,0.001,4.0,3.0
6,7.0,0.004,5.0,3.0,0.0022,5.0,4.0,0.001,5.0,3.0
7,8.0,0.0056,5.0,3.0,0.003,5.0,4.0,0.002,5.0,3.0
8,9.0,0.0031,6.0,4.0,0.003,6.0,5.0,0.001,6.0,4.0
9,10.0,0.006,6.0,4.0,0.0036,6.0,5.0,0.001,6.0,4.0
10,11.0,0.0027,4.0,3.0,0.0011,4.0,3.0,0.001,4.0,3.0
11,12.0,0.0046,4.0,2.0,0.003,4.0,2.0,0.001,4.0,2.0
12,13.0,0.0015,6.0,3.0,0.001,6.0,3.0,0.0,6.0,3.0
13,14.0,0.002,4.0,3.0,0.0015,4.0,3.0,0.001,4.0,3.0
14,15.0,0.004,5.0,3.0,0.0026,5.0,4.0,0.001,5.0,3.0
15,16.0,0.0035,5.0,3.0,0.002,5.0,3.0,0.001,5.0,3.0
16,17.0,0.0028,4.0,3.0,0.002,4.0,3.0,0.0,4.0,3.0
17,18.0,0.0025,4.0,3.0,0.002,4.0,3.0,0.0,4.0,3.0
18,19.0,0.0046,5.0,3.0,0.003,5.0,4.0,0.001,5.0,3.0
19,20.0,0.0042,6.0,3.0,0.0023,6.0,3.0,0.001,6.0,3.0
20,21.0,0.0026,4.0,3.0,0.002,4.0,3.0,0.0,4.0,3.0
21,22.0,0.0032,4.0,3.0,0.0021,4.0,3.0,0.001,4.0,3.0
22,23.0,0.003,4.0,3.0,0.001,4.0,3.0,0.001,4.0,3.0
23,24.0,0.003,4.0,3.0,0.0,4.0,3.0,0.001,4.0,3.0
24,25.0,0.0046,4.0,3.0,0.0019,4.0,3.0,0.001,4.0,3.0
25,26.0,0.0026,4.0,3.0,0.001,4.0,4.0,0.0,4.0,3.0
26,27.0,0.0047,5.0,3.0,0.0023,5.0,3.0,0.001,5.0,3.0
27,28.0,0.003,4.0,2.0,0.0022,4.0,3.0,0.0,4.0,2.0
28,29.0,0.003,5.0,3.0,0.002,5.0,4.0,0.002,5.0,3.0
29,30.0,0.003,5.0,3.0,0.003,5.0,3.0,0.0015,5.0,3.0
30,31.0,0.0036,5.0,3.0,0.0028,5.0,4.0,0.001,5.0,3.0
31,32.0,0.002,5.0,3.0,0.0026,5.0,3.0,0.001,5.0,3.0
32,33.0,0.0028,4.0,3.0,0.001,4.0,3.0,0.001,4.0,3.0
